 


Threshold Search
CHAMPAIGN WILLARD AP (IL)
17019
Lat/Lon/Elev: 40.0397/-88.2778/754
Years: 1972 to 2019
Limited to: 01/01 - 12/31 and 00:00 - 24:00
Criterion: Dew Point Temperature (F) greater than 75
Mode: Chronological list of hours meeting criteria
29,496 out of 376,600 hours missing (7.8%)
1990-08-20,15:00,76
1990-08-20,16:00,76
1990-08-20,17:00,77
1990-08-20,18:00,77
1990-08-26,15:00,76
1990-08-27,10:00,78
1990-08-27,11:00,77
1990-08-27,11:50,80
1990-08-27,13:00,80
1990-08-27,14:00,80
1990-08-27,15:00,79
1990-08-27,16:00,79
1990-08-27,17:00,79
1990-08-27,18:00,80
1990-08-27,19:00,78
1990-08-27,20:00,77
1990-08-27,21:00,76
1990-08-28,08:00,77
1990-08-28,09:00,79
1990-08-28,10:00,81
1990-08-28,11:00,80
1990-08-28,12:00,81
1990-08-28,13:00,80
1990-08-28,14:00,80
1990-08-28,15:00,80
1990-08-28,16:00,80
1990-08-28,17:00,81
1990-08-28,18:00,80
1990-08-28,19:00,79
1990-08-28,20:00,79
1990-08-28,21:00,77
1990-08-28,22:00,76
1990-08-28,23:00,76
1990-09-02,12:00,77
1990-09-02,13:00,79
1990-09-02,14:00,77
1990-09-02,15:00,76
1990-09-04,13:00,77
1990-09-04,14:00,77
1990-09-04,15:00,79
1990-09-04,16:00,79
1990-09-04,18:00,79
1990-09-04,19:00,79
1990-09-04,20:00,79
1990-09-04,21:00,77
1990-09-04,22:00,77
1990-09-04,23:00,76
1990-09-05,10:00,79
1990-09-05,11:00,79
1990-09-05,12:00,78
1990-09-05,13:00,79
1990-09-05,14:00,78
1990-09-05,15:00,77
1990-09-05,16:00,77
1990-09-05,17:00,79
1990-09-05,18:00,81
1990-09-05,19:00,79
1990-09-05,20:00,78
1990-09-05,21:00,77
1990-09-05,22:00,77
1990-09-05,23:00,77
1990-09-06,08:00,76
1990-09-06,09:00,77
1990-09-06,10:00,78
1990-09-06,11:00,78
1990-09-06,12:00,78
1990-09-06,13:00,76
1990-09-06,14:00,77
1990-09-06,15:00,76
1990-09-06,16:00,77
1990-09-06,17:00,77
1990-09-06,18:00,77
1990-09-06,19:00,77
1990-09-06,20:00,76
1990-09-06,21:00,77
1990-09-06,22:00,76
1990-09-06,23:00,77
1990-09-07,16:00,76
1990-09-07,17:00,76
1991-07-01,07:00,79
1991-07-21,12:00,85
1991-07-21,18:00,77
1991-07-21,19:00,76
1991-07-21,20:00,76
1992-07-02,10:00,76
1992-07-02,11:00,76
1992-07-02,12:00,76
1992-07-02,13:00,77
1992-07-02,14:00,77
1992-07-02,15:00,76
1992-07-08,15:00,76
1992-07-08,16:00,78
1992-07-08,17:00,78
1992-07-08,18:00,77
1992-07-08,19:00,77
1992-07-08,20:00,77
1992-07-12,15:00,76
1992-07-12,16:00,76
1992-07-12,17:00,76
1992-07-12,18:00,76
1992-07-12,19:00,77
1992-07-13,15:00,76
1992-07-13,16:00,76
1992-07-13,18:00,76
1992-07-13,19:00,76
1992-08-08,18:00,76
1992-08-09,10:00,79
1992-08-09,11:00,80
1992-08-09,12:00,79
1992-08-09,15:00,77
1992-08-09,17:00,79
1992-08-09,18:00,79
1992-08-09,20:00,78
1992-08-09,21:00,76
1993-07-02,12:00,77
1993-07-03,11:00,76
1993-07-03,19:00,77
1993-07-03,20:00,77
1993-07-08,15:00,76
1993-07-08,18:00,76
1993-07-09,13:00,79
1993-07-09,15:00,76
1993-07-09,16:00,76
1993-07-10,18:00,76
1993-07-10,19:00,76
1993-07-17,15:00,76
1993-07-17,16:00,76
1993-07-17,17:00,76
1993-07-17,18:00,76
1993-07-17,20:00,77
1993-07-17,21:00,76
1993-07-18,09:00,76
1993-07-18,11:00,79
1993-07-18,13:00,77
1993-07-18,17:00,77
1993-07-18,18:00,79
1993-07-24,14:00,76
1993-07-24,16:00,76
1993-07-25,11:00,76
1993-07-25,12:00,76
1993-07-25,13:00,77
1993-07-25,14:00,77
1993-07-25,15:00,79
1993-07-25,16:00,78
1993-07-25,17:00,79
1993-07-25,18:00,78
1993-07-25,19:00,79
1993-07-25,20:00,77
1993-07-25,21:00,77
1993-07-25,22:00,76
1993-07-25,23:00,76
1993-07-27,11:00,77
1993-07-27,12:00,78
1993-07-27,13:00,78
1993-07-27,14:00,78
1993-07-27,15:00,77
1993-07-27,16:00,76
1993-07-27,17:00,77
1993-07-27,18:00,78
1993-07-27,19:00,78
1993-07-27,20:00,78
1993-07-27,21:00,76
1993-07-27,22:00,76
1993-08-15,11:00,78
1993-08-16,14:00,77
1993-08-16,15:00,78
1993-08-16,16:00,78
1993-08-16,17:00,78
1993-08-16,18:00,78
1993-08-16,19:00,78
1993-08-16,20:00,77
1993-08-16,21:00,77
1993-08-17,09:00,76
1993-08-17,10:00,77
1993-08-17,11:00,76
1993-08-17,12:00,77
1993-08-17,13:00,76
1993-08-17,14:00,77
1993-08-17,15:00,77
1993-08-19,14:00,77
1993-08-19,15:00,78
1993-08-19,16:00,78
1993-08-19,17:00,78
1993-08-19,18:00,79
1993-08-23,10:00,76
1993-08-23,12:00,76
1993-08-23,13:00,76
1993-08-23,15:00,77
1993-08-23,16:00,77
1993-08-23,17:00,77
1993-08-23,18:00,76
1993-08-25,10:00,77
1993-08-25,12:00,76
1993-08-25,18:00,76
1993-08-25,19:00,76
1993-08-26,18:00,77
1993-08-26,20:00,76
1993-08-27,11:00,76
1993-08-27,12:00,76
1993-08-27,13:00,76
1993-08-27,14:00,77
1993-08-27,15:00,76
1993-08-27,17:00,76
1993-08-27,18:00,76
1993-08-29,18:00,76
1993-08-30,18:00,77
1994-06-14,08:00,76
1994-06-14,09:00,76
1994-07-04,09:00,76
1994-07-04,10:00,76
1994-07-04,18:00,76
1994-07-04,19:00,76
1994-07-05,09:00,76
1994-07-05,10:00,76
1994-07-05,12:00,76
1994-07-05,15:00,76
1994-07-05,16:00,76
1994-07-05,17:00,76
1994-07-05,18:00,77
1994-07-05,19:00,77
1994-07-06,09:00,76
1994-07-06,17:00,76
1994-07-07,10:00,76
1994-07-20,09:00,77
1994-07-20,10:00,76
1994-07-20,11:00,76
1994-07-20,12:00,77
1994-08-08,17:00,76
1995-07-11,08:00,76
1995-07-12,15:00,76
1995-07-12,16:00,76
1995-07-12,17:00,76
1995-07-12,18:00,77
1995-07-12,19:00,76
1995-07-12,20:00,76
1995-07-13,08:00,77
1995-07-13,09:00,78
1995-07-13,11:00,78
1995-07-13,12:00,77
1995-07-13,13:00,76
1995-07-13,14:00,76
1995-07-13,15:00,78
1995-07-13,16:00,78
1995-07-13,17:00,78
1995-07-13,18:00,77
1995-07-13,19:00,78
1995-07-13,20:00,78
1995-07-13,21:00,78
1995-07-13,23:00,78
1995-07-14,05:00,76
1995-07-14,06:00,77
1995-07-14,07:00,78
1995-07-14,08:00,79
1995-07-14,09:00,79
1995-07-14,10:00,80
1995-07-14,12:00,76
1995-07-14,13:00,76
1995-07-14,14:00,76
1995-07-14,18:00,76
1995-07-14,19:00,78
1995-07-14,20:00,77
1995-07-14,21:00,77
1995-07-15,05:00,76
1995-07-22,13:00,76
1995-08-08,16:00,76
1995-08-09,09:00,76
1995-08-09,10:00,78
1995-08-09,11:00,79
1995-08-09,12:00,78
1995-08-09,13:00,79
1995-08-09,14:00,78
1995-08-09,15:00,78
1995-08-10,16:00,76
1995-08-10,19:00,76
1995-08-10,20:00,76
1995-08-11,08:00,76
1995-08-11,09:00,76
1995-08-12,09:00,78
1995-08-12,10:00,78
1995-08-12,14:00,76
1995-08-12,15:00,76
1995-08-12,16:00,77
1995-08-12,17:00,77
1995-08-12,18:00,79
1995-08-12,19:00,79
1995-08-12,20:00,78
1995-08-12,21:00,77
1995-08-12,22:00,77
1995-08-12,23:00,78
1995-08-13,07:00,77
1995-08-13,08:00,76
1995-08-13,09:00,76
1995-08-13,10:00,76
1995-08-13,11:00,77
1995-08-13,12:00,80
1995-08-13,13:00,80
1995-08-13,14:00,78
1995-08-13,15:00,79
1995-08-13,16:00,79
1995-08-13,17:00,79
1995-08-13,18:00,79
1995-08-13,19:00,78
1995-08-14,08:00,76
1995-08-14,09:00,77
1995-08-14,10:00,78
1995-08-14,11:00,79
1995-08-14,12:00,79
1995-08-14,13:00,77
1995-08-14,14:00,77
1995-08-14,15:00,78
1995-08-14,17:00,77
1995-08-14,18:00,79
1995-08-14,20:00,79
1995-08-14,22:00,77
1995-08-15,07:00,76
1995-08-15,08:00,78
1995-08-15,10:00,76
1995-08-15,18:00,76
1995-08-15,22:00,76
1995-08-15,23:00,76
1995-08-16,09:00,76
1995-08-16,14:00,76
1995-08-16,15:00,77
1995-08-16,16:00,77
1995-08-16,17:00,77
1995-08-16,18:00,78
1995-08-17,11:00,77
1995-08-17,12:00,76
1995-08-17,14:00,77
1995-08-17,16:00,78
1995-08-17,17:00,79
1995-08-17,18:00,79
1995-08-18,17:00,81
1995-08-18,23:00,78
1996-06-29,10:00,78
1997-07-02,09:53,77
1997-07-13,10:53,77
1997-07-14,08:53,79
1997-07-14,09:53,81
1997-07-14,10:53,79
1997-07-14,11:53,77
1997-07-14,12:53,77
1997-07-18,10:53,77
1997-07-18,15:53,77
1997-07-18,16:53,79
1997-07-20,17:53,77
1997-07-25,13:53,77
1997-07-25,14:53,77
1997-07-25,15:53,79
1997-07-25,16:53,77
1997-07-25,17:53,77
1997-07-25,18:53,77
1997-07-25,19:53,77
1997-07-26,07:53,79
1997-07-26,08:53,79
1997-07-26,09:53,79
1997-07-26,10:53,79
1997-07-26,11:53,79
1997-07-26,12:53,77
1997-07-26,13:53,79
1997-07-26,14:53,79
1997-07-26,15:53,79
1997-07-26,16:53,79
1997-07-26,17:53,79
1997-07-26,18:53,79
1997-07-27,17:53,79
1997-07-27,18:53,79
1997-07-27,19:53,81
1997-07-27,20:53,77
1997-08-16,10:53,77
1997-08-16,11:53,79
1997-08-16,12:53,79
1997-08-16,13:53,79
1997-08-16,14:53,81
1997-08-16,15:53,79
1997-08-16,16:53,81
1997-08-16,17:53,79
1997-08-16,18:53,79
1997-08-16,19:53,79
1997-08-16,20:53,77
1998-07-19,18:53,77
1998-07-20,08:53,77
1998-07-20,21:53,77
1998-07-20,22:53,77
1998-07-21,12:53,77
1998-07-21,13:53,77
1998-07-21,15:53,77
1998-07-21,17:53,77
1998-07-21,18:53,77
1998-07-21,19:53,77
1998-07-21,20:53,77
1999-06-27,18:53,77
1999-07-03,11:53,79
1999-07-03,14:53,77
1999-07-03,18:53,77
1999-07-04,17:53,79
1999-07-04,18:53,77
1999-07-19,17:53,79
1999-07-19,18:53,77
1999-07-20,13:53,77
1999-07-20,14:53,79
1999-07-20,15:53,77
1999-07-20,16:53,79
1999-07-21,09:53,77
1999-07-21,11:53,77
1999-07-21,14:53,77
1999-07-21,16:53,79
1999-07-21,17:53,77
1999-07-21,18:53,79
1999-07-22,08:53,77
1999-07-22,10:53,77
1999-07-22,11:53,77
1999-07-22,12:53,77
1999-07-22,13:53,79
1999-07-22,14:53,77
1999-07-22,15:53,77
1999-07-22,16:53,77
1999-07-22,17:53,79
1999-07-22,18:53,81
1999-07-22,19:53,79
1999-07-22,20:53,77
1999-07-23,07:53,77
1999-07-23,08:53,79
1999-07-23,09:53,77
1999-07-23,11:53,77
1999-07-23,17:53,79
1999-07-23,18:53,79
1999-07-23,19:53,79
1999-07-24,17:53,77
1999-07-24,18:53,77
1999-07-25,15:53,77
1999-07-25,17:53,79
1999-07-25,18:53,77
1999-07-26,08:53,77
1999-07-26,09:53,77
1999-07-26,10:53,77
1999-07-26,11:53,79
1999-07-26,13:53,77
1999-07-26,14:53,79
1999-07-26,15:53,77
1999-07-26,17:53,77
1999-07-26,18:53,79
1999-07-26,19:53,77
1999-07-27,17:53,77
1999-07-27,18:53,79
1999-07-27,19:53,77
1999-07-28,17:53,77
1999-07-28,18:53,79
1999-07-28,19:53,77
1999-07-28,22:53,77
1999-07-29,07:53,79
1999-07-29,08:53,79
1999-07-29,09:53,79
1999-07-29,10:53,79
1999-07-29,12:53,79
1999-07-29,13:53,79
1999-07-29,14:53,79
1999-07-29,16:53,81
1999-07-29,17:53,81
1999-07-29,18:53,81
1999-07-29,19:53,79
1999-07-29,20:53,77
1999-07-30,07:53,77
1999-07-30,09:53,79
1999-07-30,10:53,79
1999-07-30,11:53,81
1999-07-30,12:53,81
1999-07-30,13:53,79
1999-07-30,14:53,81
1999-07-30,15:53,79
1999-07-30,16:53,81
1999-07-30,17:53,82
1999-07-30,18:53,82
1999-07-30,19:53,79
1999-07-30,20:53,77
1999-07-31,12:53,77
2000-07-04,16:53,77
2000-07-04,17:53,77
2000-07-04,18:53,77
2000-07-09,16:53,77
2000-07-09,17:53,79
2000-07-09,18:53,79
2000-07-10,12:53,79
2000-07-10,18:53,77
2000-08-06,10:53,77
2000-08-06,12:53,77
2000-08-06,13:53,77
2000-08-07,17:53,77
2000-08-09,08:53,79
2000-08-09,09:53,79
2000-08-09,10:53,81
2000-08-09,11:53,79
2000-08-09,12:53,79
2000-08-09,13:53,77
2000-08-09,14:53,79
2000-08-09,15:53,79
2000-08-09,16:53,77
2000-08-15,17:53,77
2000-08-17,11:53,77
2000-08-17,12:53,77
2000-08-17,13:53,79
2000-08-17,14:53,77
2000-08-17,15:53,79
2000-08-17,16:53,79
2000-08-29,10:53,79
2000-08-29,11:53,79
2000-08-29,12:53,79
2000-08-29,13:53,79
2000-08-29,14:53,79
2000-08-29,15:53,79
2000-08-29,16:53,81
2000-08-29,17:53,84
2000-08-29,18:53,81
2000-08-29,19:53,79
2000-08-29,20:53,79
2000-08-29,21:53,79
2000-08-29,22:53,77
2000-08-30,09:53,77
2000-08-30,12:53,79
2000-08-30,13:53,77
2000-08-30,14:53,77
2000-08-30,15:53,77
2000-08-30,16:53,77
2000-08-30,17:53,77
2001-07-07,17:53,79
2001-07-07,18:53,79
2001-07-08,11:53,79
2001-07-08,12:53,79
2001-07-08,13:53,77
2001-07-09,09:53,77
2001-07-09,10:53,77
2001-07-17,17:53,77
2001-07-20,18:53,77
2001-07-21,17:53,77
2001-07-22,08:53,79
2001-07-22,09:53,79
2001-07-22,10:53,79
2001-07-22,15:53,77
2001-07-22,16:53,79
2001-07-22,17:53,79
2001-07-23,08:53,79
2001-07-23,09:53,79
2001-07-23,10:53,79
2001-07-23,11:53,79
2001-07-23,12:53,79
2001-07-23,13:53,79
2001-07-23,14:53,79
2001-07-23,15:53,79
2001-07-23,16:53,79
2001-07-24,11:53,77
2001-07-24,12:53,79
2001-07-24,13:53,79
2001-07-24,14:53,77
2001-07-24,15:53,77
2001-07-24,17:53,77
2001-07-24,18:53,77
2001-07-25,10:53,77
2001-08-09,17:53,77
2002-07-20,18:53,79
2002-07-20,19:53,77
2002-07-21,09:53,77
2002-07-21,10:53,77
2002-07-21,11:53,77
2002-07-21,17:53,77
2002-07-21,18:53,77
2002-07-27,09:53,77
2002-07-27,10:53,79
2002-07-27,11:53,79
2002-07-27,12:53,79
2002-07-27,13:53,79
2002-07-27,14:53,77
2002-07-28,11:53,77
2002-07-28,13:53,77
2002-07-28,14:53,77
2002-08-01,10:53,77
2002-08-01,11:53,77
2002-08-01,12:53,77
2002-08-01,13:53,79
2002-08-01,14:53,77
2002-08-01,15:53,77
2002-08-01,16:53,79
2002-08-01,17:53,79
2002-08-01,18:53,79
2002-08-01,19:53,77
2002-08-02,10:53,77
2002-08-02,11:53,79
2002-08-02,12:53,79
2002-08-02,13:53,79
2002-08-02,14:53,77
2002-08-03,13:53,77
2002-08-03,15:53,77
2002-08-03,16:53,77
2002-08-03,17:53,79
2002-08-03,18:53,79
2002-08-03,19:53,77
2002-08-04,17:53,79
2002-08-21,12:53,77
2002-08-21,14:53,77
2002-08-22,14:53,79
2002-08-22,15:53,77
2002-08-22,16:53,79
2002-08-22,17:53,79
2002-08-22,18:53,77
2003-07-27,11:53,77
2003-07-27,14:53,77
2003-07-27,15:53,77
2003-08-26,17:53,77
2004-06-11,14:53,77
2004-06-11,17:53,77
2004-06-11,18:53,79
2004-06-11,19:53,79
2004-07-09,11:53,77
2004-07-09,12:53,77
2004-07-09,13:53,77
2004-07-11,13:53,77
2004-07-13,12:53,79
2004-07-13,13:53,79
2004-07-21,10:53,77
2004-07-21,11:53,79
2004-07-21,12:53,81
2004-07-21,13:53,81
2004-07-21,14:53,81
2004-07-21,15:53,81
2004-07-21,16:53,81
2004-07-21,17:53,77
2004-07-21,18:53,79
2004-07-21,19:53,79
2004-07-21,20:53,77
2004-07-21,21:53,77
2004-07-22,10:53,77
2004-07-22,11:53,77
2004-07-22,12:53,79
2004-08-27,17:53,77
2005-06-29,17:53,77
2005-07-20,09:53,77
2005-07-20,10:53,77
2005-07-20,11:53,77
2005-07-20,12:53,77
2005-07-20,13:53,77
2005-07-20,14:53,77
2005-07-20,16:53,77
2005-07-20,17:53,79
2005-07-20,18:53,79
2005-07-20,19:53,77
2005-07-21,09:53,77
2005-07-21,10:53,79
2005-07-21,11:53,79
2005-07-21,12:53,79
2005-07-21,13:53,81
2005-07-21,14:53,79
2005-07-21,15:53,79
2005-07-21,16:53,79
2005-07-21,17:53,81
2005-07-21,18:53,79
2005-07-23,16:53,77
2005-07-23,17:53,77
2005-07-23,18:53,79
2005-07-24,08:53,79
2005-07-24,09:53,81
2005-07-24,10:53,81
2005-07-24,11:53,81
2005-07-24,12:53,81
2005-07-24,13:53,81
2005-07-24,14:53,81
2005-07-24,15:53,81
2005-07-24,16:53,81
2005-07-24,17:53,82
2005-07-24,18:53,82
2005-07-24,19:53,81
2005-07-24,20:53,79
2005-07-24,21:53,79
2005-07-24,22:53,79
2005-07-24,23:53,77
2005-07-25,00:53,77
2005-07-25,06:53,77
2005-07-25,07:53,79
2005-07-25,08:53,79
2005-07-25,09:53,79
2005-07-25,10:53,81
2005-07-25,11:53,79
2005-07-25,12:53,79
2005-07-25,13:53,79
2005-07-25,14:53,79
2005-07-25,15:53,79
2005-07-25,16:53,79
2005-07-25,17:53,81
2005-07-26,11:53,77
2005-07-26,15:53,77
2005-07-26,16:53,77
2006-07-18,12:53,76
2006-07-18,13:53,76
2006-07-18,14:53,77
2006-07-18,15:53,76
2006-07-18,16:53,77
2006-07-19,11:53,76
2006-07-20,17:53,76
2006-07-26,15:53,76
2006-07-26,16:53,76
2006-07-28,14:53,76
2006-07-28,18:53,76
2006-07-29,08:53,76
2006-07-29,09:53,78
2006-07-29,10:53,78
2006-07-29,11:53,77
2006-07-29,12:53,78
2006-07-29,13:53,78
2006-07-29,14:53,77
2006-07-29,15:53,77
2006-07-29,16:53,77
2006-07-29,17:53,78
2006-07-29,18:53,77
2006-07-29,19:53,76
2006-07-30,08:53,77
2006-07-30,09:53,78
2006-07-30,10:53,78
2006-07-30,11:53,78
2006-07-30,12:53,78
2006-07-30,13:53,79
2006-07-30,14:53,78
2006-07-30,15:53,79
2006-07-30,16:53,79
2006-07-30,17:53,79
2006-07-30,18:53,78
2006-07-30,19:53,76
2006-07-31,07:53,76
2006-07-31,08:53,77
2006-07-31,09:53,77
2006-07-31,10:53,79
2006-07-31,11:53,78
2006-07-31,12:53,79
2006-07-31,13:53,77
2006-07-31,14:53,77
2006-07-31,15:53,77
2006-07-31,16:53,78
2006-07-31,17:53,77
2006-07-31,18:53,76
2006-08-01,09:53,76
2006-08-01,10:53,77
2006-08-01,11:53,77
2006-08-01,12:53,77
2006-08-01,14:53,77
2006-08-01,15:53,76
2006-08-01,16:53,76
2006-08-01,17:53,76
2006-08-01,18:53,76
2006-08-02,11:53,77
2006-08-02,13:53,77
2006-08-02,14:53,76
2006-08-02,15:53,76
2006-08-02,16:53,76
2006-08-02,17:53,77
2007-07-18,14:53,76
2007-07-18,15:53,76
2007-07-18,16:53,77
2007-07-18,17:53,77
2007-07-18,18:53,77
2007-07-18,19:53,76
2007-08-06,10:53,76
2007-08-06,12:53,77
2007-08-06,14:53,76
2007-08-06,15:53,76
2007-08-06,16:53,76
2007-08-06,17:53,78
2007-08-06,18:53,78
2007-08-06,19:53,78
2007-08-06,20:53,77
2007-08-06,21:53,77
2007-08-06,22:53,77
2007-08-06,23:53,76
2007-08-07,09:53,76
2007-08-07,10:53,77
2007-08-07,11:53,76
2007-08-07,12:53,76
2007-08-07,18:53,76
2007-08-08,17:53,76
2007-08-08,18:53,77
2007-08-12,18:53,76
2007-08-21,17:53,76
2007-08-21,18:53,76
2008-06-07,12:53,76
2008-07-20,17:53,76
2008-08-04,10:53,76
2008-08-04,11:53,76
2008-08-04,12:51,79
2008-08-04,13:53,79
2008-08-04,14:53,79
2008-08-04,15:53,78
2008-08-04,16:53,78
2008-08-04,17:53,77
2008-08-04,18:53,76
2008-08-04,19:53,76
2009-06-18,16:53,77
2009-06-18,18:53,76
2009-06-18,19:53,76
2009-06-18,20:53,77
2009-06-22,18:53,76
2010-06-12,12:53,78
2010-06-12,13:53,77
2010-06-12,14:51,77
2010-06-14,12:53,76
2010-06-14,13:53,76
2010-06-18,10:53,76
2010-06-18,11:53,77
2010-06-18,12:53,77
2010-06-18,13:53,76
2010-06-18,14:53,76
2010-06-18,15:53,76
2010-06-18,16:53,77
2010-06-20,18:53,76
2010-06-21,13:53,77
2010-06-21,14:53,78
2010-06-21,15:53,77
2010-06-21,16:53,76
2010-06-21,17:53,78
2010-06-21,18:53,79
2010-06-21,19:53,77
2010-06-21,20:53,76
2010-06-21,21:53,77
2010-06-21,22:53,76
2010-06-23,10:53,76
2010-06-23,13:53,77
2010-06-23,14:53,78
2010-06-23,15:53,78
2010-06-23,16:53,76
2010-06-23,18:53,76
2010-06-26,18:53,78
2010-06-26,19:53,76
2010-06-27,14:53,76
2010-07-14,10:53,76
2010-07-15,07:53,78
2010-07-15,08:53,78
2010-07-15,09:53,80
2010-07-15,10:53,80
2010-07-15,11:53,78
2010-07-15,12:53,76
2010-07-15,13:51,81
2010-07-17,10:53,76
2010-07-17,11:53,76
2010-07-17,13:53,76
2010-07-17,14:53,76
2010-07-17,15:53,77
2010-07-17,16:53,76
2010-07-17,17:53,77
2010-07-17,18:53,76
2010-07-17,19:53,76
2010-07-18,07:53,77
2010-07-18,08:53,78
2010-07-18,09:53,77
2010-07-18,10:53,77
2010-07-21,07:53,76
2010-07-22,08:53,76
2010-07-22,09:53,77
2010-07-22,10:53,77
2010-07-22,11:53,79
2010-07-22,12:53,79
2010-07-22,13:53,79
2010-07-22,14:53,78
2010-07-22,15:53,78
2010-07-22,16:53,78
2010-07-22,17:53,78
2010-07-22,18:53,78
2010-07-22,19:53,77
2010-07-22,20:53,77
2010-07-22,21:53,78
2010-07-22,22:53,77
2010-07-22,23:53,76
2010-07-23,00:53,76
2010-07-23,01:53,76
2010-07-23,08:53,76
2010-07-23,09:53,77
2010-07-23,10:53,77
2010-07-23,11:53,79
2010-07-23,12:53,79
2010-07-23,13:53,78
2010-07-23,14:53,80
2010-07-23,15:53,79
2010-07-23,16:53,80
2010-07-23,17:53,80
2010-07-23,18:53,80
2010-07-23,20:53,78
2010-07-23,22:53,77
2010-07-23,23:53,76
2010-07-24,08:51,77
2010-07-24,10:53,76
2010-07-24,11:53,77
2010-07-24,12:53,78
2010-07-24,13:53,79
2010-07-24,14:53,78
2010-07-24,15:53,78
2010-07-27,18:53,76
2010-07-28,07:53,76
2010-07-28,08:53,77
2010-07-28,09:53,78
2010-07-28,10:53,78
2010-07-28,11:53,79
2010-07-28,12:51,79
2010-07-28,13:53,77
2010-07-28,15:53,76
2010-07-28,16:53,77
2010-07-28,17:53,76
2010-08-03,09:53,77
2010-08-03,10:53,77
2010-08-03,11:53,78
2010-08-03,12:53,79
2010-08-03,13:53,79
2010-08-03,14:53,80
2010-08-03,15:53,79
2010-08-03,16:53,81
2010-08-03,17:53,81
2010-08-03,18:53,81
2010-08-03,19:53,80
2010-08-03,20:53,79
2010-08-03,21:53,79
2010-08-03,22:53,79
2010-08-03,23:53,79
2010-08-04,00:53,77
2010-08-04,01:53,76
2010-08-04,06:53,77
2010-08-04,07:53,78
2010-08-04,08:53,78
2010-08-04,09:53,78
2010-08-04,10:53,80
2010-08-04,11:53,80
2010-08-04,12:53,80
2010-08-04,13:53,79
2010-08-04,14:53,77
2010-08-04,15:53,76
2010-08-09,10:53,76
2010-08-09,11:53,77
2010-08-09,12:53,77
2010-08-09,13:53,77
2010-08-09,14:53,79
2010-08-09,15:53,78
2010-08-09,16:53,78
2010-08-09,17:53,79
2010-08-09,18:53,79
2010-08-09,19:53,78
2010-08-09,20:53,77
2010-08-09,21:53,76
2010-08-09,22:53,76
2010-08-09,23:53,76
2010-08-10,10:53,76
2010-08-10,12:53,77
2010-08-10,13:53,78
2010-08-10,14:53,78
2010-08-10,15:53,78
2010-08-10,16:53,79
2010-08-11,12:53,76
2010-08-11,13:53,76
2010-08-11,14:53,77
2010-08-11,16:53,76
2010-08-11,17:53,76
2010-08-11,18:53,77
2010-08-12,07:53,76
2010-08-12,08:53,76
2010-08-12,09:53,77
2010-08-12,12:53,76
2010-08-13,08:53,77
2010-08-13,09:53,78
2010-08-13,10:53,78
2010-08-13,11:53,77
2010-08-13,12:53,76
2010-08-13,17:53,77
2010-08-13,18:53,76
2010-08-14,17:53,76
2010-08-14,18:53,76
2010-08-15,07:53,76
2011-07-02,08:53,77
2011-07-02,09:53,76
2011-07-02,10:53,77
2011-07-02,11:53,76
2011-07-02,12:53,78
2011-07-02,13:53,79
2011-07-02,14:53,78
2011-07-02,15:53,78
2011-07-02,16:53,79
2011-07-02,17:53,78
2011-07-02,18:53,78
2011-07-02,19:53,78
2011-07-02,20:53,77
2011-07-11,05:53,76
2011-07-11,06:53,78
2011-07-11,07:53,78
2011-07-11,08:53,77
2011-07-11,09:53,78
2011-07-11,10:53,77
2011-07-11,11:53,79
2011-07-11,12:53,80
2011-07-11,13:53,81
2011-07-11,14:53,81
2011-07-11,15:53,79
2011-07-11,16:53,80
2011-07-11,17:53,80
2011-07-11,18:53,79
2011-07-11,19:53,80
2011-07-11,20:53,76
2011-07-17,08:53,76
2011-07-17,18:53,76
2011-07-18,09:53,76
2011-07-18,10:53,76
2011-07-18,11:53,77
2011-07-18,12:53,77
2011-07-18,14:53,77
2011-07-18,15:53,77
2011-07-18,16:53,77
2011-07-18,17:53,76
2011-07-18,18:53,76
2011-07-19,07:53,77
2011-07-19,08:53,78
2011-07-19,09:53,80
2011-07-19,10:53,82
2011-07-19,11:53,82
2011-07-19,12:53,82
2011-07-19,13:53,81
2011-07-19,14:53,81
2011-07-19,15:53,81
2011-07-19,16:53,81
2011-07-19,17:53,81
2011-07-19,18:53,79
2011-07-19,19:53,77
2011-07-19,23:53,76
2011-07-20,00:53,77
2011-07-20,01:53,77
2011-07-20,02:53,76
2011-07-20,03:53,76
2011-07-20,05:53,77
2011-07-20,06:53,78
2011-07-20,07:53,78
2011-07-20,08:53,79
2011-07-20,09:53,79
2011-07-20,10:53,79
2011-07-20,11:53,77
2011-07-20,12:53,76
2011-07-20,13:53,76
2011-07-20,17:53,76
2011-07-20,18:53,78
2011-07-20,19:53,77
2011-07-20,20:53,76
2011-07-20,21:53,76
2011-07-21,06:53,76
2011-07-21,09:53,76
2011-07-21,11:53,76
2011-07-21,16:53,76
2011-07-21,17:53,79
2011-07-21,18:53,80
2011-07-21,19:53,78
2011-07-21,20:53,77
2011-07-21,21:53,76
2011-07-21,22:53,76
2011-07-21,23:53,76
2011-07-22,00:53,76
2011-07-22,01:53,76
2011-07-22,06:53,76
2011-07-22,07:53,76
2011-07-22,08:53,76
2011-07-22,09:53,77
2011-07-22,10:53,77
2011-07-22,11:53,77
2011-07-22,12:53,77
2011-07-22,13:53,77
2011-07-22,14:53,77
2011-07-22,18:53,77
2011-07-22,19:53,76
2011-07-22,20:53,76
